invoice_id,branch,city,customer_type,gender,product_line,product,unit_price,quantity,tax,total,date_venda,time_venda,payment,cogs,gross_margin,gross_income,rating
INV-0301,A,São Paulo,Membro,Feminino,Moda e Acessórios,Óculos de Sol,241.39,4,48.28,1013.84,2024-07-14,18:19:00,Cartão de Crédito,965.56,25.01,253.56,9.2
INV-0302,A,São Paulo,Membro,Masculino,Casa e Jardim,Luminária,210.5,10,105.25,2210.25,2024-03-14,15:55:00,Dinheiro,2105.0,36.79,813.15,9.9
INV-0303,A,São Paulo,Normal,Feminino,Beleza e Cuidados,Hidratante,163.57,1,8.18,171.75,2024-03-27,19:48:00,Cartão de Débito,163.57,10.14,17.42,5.6
INV-0304,A,São Paulo,Normal,Masculino,Alimentos e Bebidas,Suco Natural,207.66,8,83.06,1744.34,2024-04-12,15:00:00,Pix,1661.28,21.5,375.03,4.2
INV-0305,A,São Paulo,Membro,Masculino,Moda e Acessórios,Relógio,120.87,6,36.26,761.48,2024-09-14,19:19:00,Cartão de Débito,725.22,19.36,147.42,4.6
INV-0306,A,São Paulo,Normal,Feminino,Alimentos e Bebidas,Café Premium,366.64,10,183.32,3849.72,2024-12-17,12:21:00,Pix,3666.4,25.72,990.15,6.6
INV-0307,A,São Paulo,Normal,Masculino,Casa e Jardim,Tapete,121.92,3,18.29,384.05,2024-09-15,12:07:00,Cartão de Crédito,365.76,16.34,62.75,4.1
INV-0308,B,Rio de Janeiro,Membro,Feminino,Moda e Acessórios,Camiseta,334.37,1,16.72,351.09,2024-08-15,16:07:00,Cartão de Crédito,334.37,11.45,40.2,4.7
INV-0309,B,Rio de Janeiro,Membro,Masculino,Esporte e Saúde,Yoga Mat,157.55,2,15.76,330.86,2024-11-06,12:26:00,Cartão de Crédito,315.1,29.87,98.83,5.6
INV-0310,C,Brasília,Normal,Masculino,Eletrônicos,Smartwatch,394.53,8,157.81,3314.05,2024-05-14,18:12:00,Cartão de Crédito,3156.24,15.96,528.92,5.2
INV-0311,B,Rio de Janeiro,Membro,Masculino,Moda e Acessórios,Óculos de Sol,456.07,8,182.43,3830.99,2024-12-09,11:58:00,Pix,3648.56,19.92,763.13,4.0
INV-0312,C,Brasília,Membro,Feminino,Eletrônicos,Smartwatch,391.97,2,39.2,823.14,2024-05-11,20:14:00,Cartão de Crédito,783.94,31.71,261.02,4.6
INV-0313,B,Rio de Janeiro,Membro,Feminino,Casa e Jardim,Tapete,408.46,1,20.42,428.88,2024-12-12,15:27:00,Cartão de Crédito,408.46,35.57,152.55,6.2
INV-0314,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Perfume,335.04,3,50.26,1055.38,2024-11-14,14:56:00,Cartão de Débito,1005.12,19.86,209.6,9.4
INV-0315,B,Rio de Janeiro,Membro,Feminino,Beleza e Cuidados,Perfume,206.38,8,82.55,1733.59,2024-09-01,16:41:00,Cartão de Crédito,1651.04,18.15,314.65,6.3
INV-0316,A,São Paulo,Membro,Masculino,Alimentos e Bebidas,Café Premium,213.85,10,106.93,2245.43,2024-08-12,12:39:00,Cartão de Crédito,2138.5,24.48,549.68,7.4
INV-0317,C,Brasília,Membro,Masculino,Casa e Jardim,Tapete,461.0,2,46.1,968.1,2024-02-02,14:41:00,Pix,922.0,36.63,354.62,6.6
INV-0318,C,Brasília,Normal,Masculino,Moda e Acessórios,Camiseta,222.1,4,44.42,932.82,2024-11-24,16:09:00,Cartão de Crédito,888.4,24.46,228.17,8.0
INV-0319,A,São Paulo,Membro,Masculino,Esporte e Saúde,Garrafa Térmica,427.42,3,64.11,1346.37,2024-05-03,15:17:00,Pix,1282.26,12.25,164.93,6.9
INV-0320,A,São Paulo,Normal,Feminino,Eletrônicos,Smartwatch,48.63,8,19.45,408.49,2024-09-12,17:20:00,Cartão de Débito,389.04,34.04,139.05,6.7
INV-0321,C,Brasília,Membro,Masculino,Eletrônicos,Fone de Ouvido,212.05,9,95.42,2003.87,2024-11-05,19:40:00,Pix,1908.45,26.47,530.42,9.0
INV-0322,C,Brasília,Normal,Masculino,Moda e Acessórios,Relógio,188.04,1,9.4,197.44,2024-06-18,18:49:00,Dinheiro,188.04,34.5,68.12,9.1
INV-0323,B,Rio de Janeiro,Normal,Feminino,Esporte e Saúde,Garrafa Térmica,57.74,4,11.55,242.51,2024-11-20,14:35:00,Cartão de Crédito,230.96,10.07,24.42,6.1
INV-0324,C,Brasília,Membro,Masculino,Esporte e Saúde,Yoga Mat,251.29,7,87.95,1846.98,2024-04-06,11:59:00,Cartão de Débito,1759.03,13.21,243.99,7.7
INV-0325,B,Rio de Janeiro,Normal,Masculino,Casa e Jardim,Vaso Decorativo,381.0,1,19.05,400.05,2024-10-28,11:49:00,Cartão de Crédito,381.0,37.8,151.22,9.0
INV-0326,C,Brasília,Normal,Masculino,Casa e Jardim,Almofada,269.88,1,13.49,283.37,2024-10-26,17:59:00,Cartão de Crédito,269.88,26.6,75.38,6.6
INV-0327,C,Brasília,Membro,Masculino,Esporte e Saúde,Tênis Corrida,199.83,10,99.92,2098.22,2024-07-15,16:38:00,Cartão de Crédito,1998.3,28.18,591.28,5.9
INV-0328,B,Rio de Janeiro,Normal,Feminino,Beleza e Cuidados,Hidratante,231.89,3,34.78,730.45,2024-09-19,14:53:00,Dinheiro,695.67,14.15,103.36,7.6
INV-0329,B,Rio de Janeiro,Membro,Masculino,Beleza e Cuidados,Sérum Facial,315.84,5,78.96,1658.16,2024-03-08,20:11:00,Cartão de Débito,1579.2,30.6,507.4,9.5
INV-0330,C,Brasília,Membro,Feminino,Esporte e Saúde,Garrafa Térmica,285.52,10,142.76,2997.96,2024-08-01,20:47:00,Dinheiro,2855.2,27.12,813.05,8.0
INV-0331,B,Rio de Janeiro,Membro,Masculino,Esporte e Saúde,Yoga Mat,196.63,1,9.83,206.46,2024-03-23,14:43:00,Cartão de Crédito,196.63,30.11,62.17,5.2
INV-0332,A,São Paulo,Membro,Feminino,Moda e Acessórios,Tênis,185.75,8,74.3,1560.3,2024-10-14,13:47:00,Cartão de Crédito,1486.0,13.07,203.93,9.2
INV-0333,B,Rio de Janeiro,Normal,Masculino,Beleza e Cuidados,Sérum Facial,463.98,7,162.39,3410.25,2024-12-16,15:35:00,Cartão de Crédito,3247.86,22.5,767.31,8.7
INV-0334,C,Brasília,Membro,Feminino,Eletrônicos,Smartphone,416.69,6,125.01,2625.15,2024-11-04,13:49:00,Pix,2500.14,32.65,857.11,7.3
INV-0335,B,Rio de Janeiro,Membro,Feminino,Beleza e Cuidados,Hidratante,101.62,3,15.24,320.1,2024-01-21,16:17:00,Cartão de Crédito,304.86,32.05,102.59,4.7
INV-0336,A,São Paulo,Normal,Masculino,Esporte e Saúde,Yoga Mat,171.98,3,25.8,541.74,2024-11-01,10:49:00,Cartão de Crédito,515.94,11.2,60.67,9.6
INV-0337,C,Brasília,Normal,Feminino,Beleza e Cuidados,Sérum Facial,45.71,6,13.71,287.97,2024-09-23,11:50:00,Dinheiro,274.26,25.76,74.18,9.7
INV-0338,B,Rio de Janeiro,Membro,Feminino,Esporte e Saúde,Tênis Corrida,118.39,4,23.68,497.24,2024-05-30,13:48:00,Dinheiro,473.56,29.9,148.67,6.0
INV-0339,B,Rio de Janeiro,Membro,Masculino,Esporte e Saúde,Garrafa Térmica,228.38,10,114.19,2397.99,2024-01-21,20:56:00,Dinheiro,2283.8,37.56,900.69,5.5
INV-0340,A,São Paulo,Normal,Feminino,Moda e Acessórios,Óculos de Sol,22.11,9,9.95,208.94,2024-09-17,17:31:00,Dinheiro,198.99,34.66,72.42,6.2
INV-0341,C,Brasília,Normal,Masculino,Eletrônicos,Notebook,474.62,3,71.19,1495.05,2024-09-30,10:40:00,Cartão de Crédito,1423.86,39.15,585.31,8.6
INV-0342,C,Brasília,Normal,Masculino,Eletrônicos,Tablet,110.73,7,38.76,813.87,2024-12-17,12:01:00,Cartão de Crédito,775.11,29.4,239.28,9.6
INV-0343,A,São Paulo,Membro,Masculino,Casa e Jardim,Tapete,97.22,5,24.31,510.41,2024-04-26,14:26:00,Cartão de Crédito,486.1,26.74,136.48,7.4
INV-0344,C,Brasília,Normal,Feminino,Casa e Jardim,Almofada,18.28,2,1.83,38.39,2024-11-12,11:48:00,Dinheiro,36.56,26.05,10.0,7.8
INV-0345,A,São Paulo,Normal,Masculino,Beleza e Cuidados,Sérum Facial,152.02,5,38.01,798.11,2024-08-12,16:25:00,Cartão de Crédito,760.1,28.2,225.07,5.7
INV-0346,B,Rio de Janeiro,Membro,Masculino,Beleza e Cuidados,Perfume,375.91,9,169.16,3552.35,2024-06-01,20:56:00,Cartão de Débito,3383.19,18.85,669.62,7.8
INV-0347,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Shampoo Premium,12.46,10,6.23,130.83,2024-02-13,14:13:00,Cartão de Crédito,124.6,21.82,28.55,7.3
INV-0348,A,São Paulo,Membro,Feminino,Beleza e Cuidados,Shampoo Premium,100.16,10,50.08,1051.68,2024-04-02,20:51:00,Cartão de Débito,1001.6,35.04,368.51,5.2
INV-0349,C,Brasília,Membro,Feminino,Esporte e Saúde,Whey Protein,339.13,5,84.78,1780.43,2024-09-06,15:22:00,Dinheiro,1695.65,12.95,230.57,8.4
INV-0350,A,São Paulo,Membro,Feminino,Alimentos e Bebidas,Chocolate Importado,165.72,8,66.29,1392.05,2024-12-21,19:09:00,Cartão de Débito,1325.76,19.85,276.32,8.0
INV-0351,B,Rio de Janeiro,Normal,Feminino,Esporte e Saúde,Garrafa Térmica,12.37,4,2.47,51.95,2024-11-24,16:17:00,Cartão de Débito,49.48,33.57,17.44,8.3
INV-0352,C,Brasília,Normal,Feminino,Moda e Acessórios,Tênis,228.23,5,57.06,1198.21,2024-11-26,19:05:00,Pix,1141.15,24.61,294.88,4.7
INV-0353,C,Brasília,Normal,Masculino,Moda e Acessórios,Tênis,366.44,1,18.32,384.76,2024-10-24,19:25:00,Cartão de Crédito,366.44,35.49,136.55,7.8
INV-0354,A,São Paulo,Normal,Feminino,Esporte e Saúde,Tênis Corrida,189.25,4,37.85,794.85,2024-05-28,12:29:00,Cartão de Débito,757.0,36.74,292.03,7.5
INV-0355,A,São Paulo,Normal,Feminino,Esporte e Saúde,Garrafa Térmica,334.71,10,167.36,3514.46,2024-03-12,17:10:00,Cartão de Crédito,3347.1,30.52,1072.61,8.5
INV-0356,C,Brasília,Normal,Masculino,Alimentos e Bebidas,Snack Orgânico,29.81,8,11.92,250.4,2024-04-29,10:42:00,Dinheiro,238.48,16.95,42.44,5.6
INV-0357,B,Rio de Janeiro,Normal,Feminino,Alimentos e Bebidas,Snack Orgânico,441.96,1,22.1,464.06,2024-12-26,18:40:00,Pix,441.96,39.42,182.93,5.9
INV-0358,C,Brasília,Normal,Masculino,Moda e Acessórios,Bolsa,189.0,2,18.9,396.9,2024-04-24,18:25:00,Pix,378.0,25.5,101.21,6.3
INV-0359,B,Rio de Janeiro,Membro,Feminino,Moda e Acessórios,Bolsa,225.55,4,45.11,947.31,2024-04-18,12:11:00,Cartão de Débito,902.2,12.31,116.61,7.9
INV-0360,C,Brasília,Membro,Masculino,Alimentos e Bebidas,Vinho Tinto,407.47,2,40.75,855.69,2024-04-17,19:10:00,Pix,814.94,24.45,209.22,6.9
INV-0361,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Protetor Solar,291.01,3,43.65,916.68,2024-10-20,12:03:00,Cartão de Débito,873.03,14.04,128.7,7.1
INV-0362,A,São Paulo,Membro,Feminino,Alimentos e Bebidas,Vinho Tinto,474.15,4,94.83,1991.43,2024-09-03,12:14:00,Dinheiro,1896.6,23.48,467.59,10.0
INV-0363,A,São Paulo,Normal,Masculino,Casa e Jardim,Quadro,364.85,6,109.45,2298.55,2024-02-05,13:24:00,Cartão de Débito,2189.1,37.67,865.86,7.6
INV-0364,A,São Paulo,Membro,Masculino,Casa e Jardim,Vaso Decorativo,414.99,10,207.5,4357.4,2024-11-10,19:02:00,Pix,4149.9,12.89,561.67,6.9
INV-0365,A,São Paulo,Normal,Masculino,Esporte e Saúde,Garrafa Térmica,451.97,9,203.39,4271.12,2024-12-13,20:27:00,Cartão de Débito,4067.73,34.83,1487.63,9.4
INV-0366,B,Rio de Janeiro,Normal,Masculino,Esporte e Saúde,Suplemento,469.83,8,187.93,3946.57,2024-10-28,19:06:00,Cartão de Débito,3758.64,33.69,1329.6,6.3
INV-0367,B,Rio de Janeiro,Membro,Feminino,Casa e Jardim,Vaso Decorativo,148.8,9,66.96,1406.16,2024-12-29,10:36:00,Cartão de Crédito,1339.2,22.26,313.01,5.1
INV-0368,C,Brasília,Normal,Masculino,Esporte e Saúde,Whey Protein,347.01,6,104.1,2186.16,2024-08-06,20:37:00,Cartão de Débito,2082.06,22.27,486.86,4.6
INV-0369,C,Brasília,Normal,Feminino,Moda e Acessórios,Bolsa,495.98,7,173.59,3645.45,2024-10-12,17:11:00,Dinheiro,3471.86,32.65,1190.24,6.5
INV-0370,C,Brasília,Normal,Feminino,Moda e Acessórios,Relógio,293.05,7,102.57,2153.92,2024-12-03,11:47:00,Dinheiro,2051.35,32.07,690.76,9.1
INV-0371,C,Brasília,Membro,Masculino,Alimentos e Bebidas,Suco Natural,259.09,6,77.73,1632.27,2024-12-16,10:10:00,Cartão de Débito,1554.54,34.03,555.46,7.7
INV-0372,A,São Paulo,Normal,Masculino,Casa e Jardim,Luminária,53.19,5,13.3,279.25,2024-01-20,16:59:00,Pix,265.95,16.65,46.5,4.5
INV-0373,C,Brasília,Membro,Feminino,Casa e Jardim,Quadro,323.74,8,129.5,2719.42,2024-09-22,14:12:00,Cartão de Débito,2589.92,10.32,280.64,9.1
INV-0374,C,Brasília,Membro,Masculino,Eletrônicos,Smartwatch,186.27,1,9.31,195.58,2024-05-21,16:22:00,Cartão de Crédito,186.27,39.27,76.8,4.5
INV-0375,B,Rio de Janeiro,Membro,Masculino,Beleza e Cuidados,Protetor Solar,460.4,9,207.18,4350.78,2024-10-25,15:22:00,Cartão de Crédito,4143.6,18.53,806.2,9.0
INV-0376,C,Brasília,Normal,Masculino,Moda e Acessórios,Tênis,291.7,5,72.92,1531.42,2024-10-13,11:32:00,Pix,1458.5,15.25,233.54,7.0
INV-0377,A,São Paulo,Normal,Feminino,Moda e Acessórios,Bolsa,483.37,10,241.69,5075.39,2024-06-22,17:43:00,Pix,4833.7,24.51,1243.98,5.5
INV-0378,A,São Paulo,Membro,Feminino,Casa e Jardim,Quadro,43.1,4,8.62,181.02,2024-06-10,16:22:00,Dinheiro,172.4,30.31,54.87,5.4
INV-0379,A,São Paulo,Membro,Feminino,Esporte e Saúde,Garrafa Térmica,55.57,6,16.67,350.09,2024-08-31,15:22:00,Dinheiro,333.42,12.28,42.99,9.6
INV-0380,B,Rio de Janeiro,Membro,Masculino,Alimentos e Bebidas,Snack Orgânico,371.19,4,74.24,1559.0,2024-04-15,13:12:00,Pix,1484.76,32.06,499.82,9.2
INV-0381,B,Rio de Janeiro,Membro,Masculino,Alimentos e Bebidas,Snack Orgânico,460.89,8,184.36,3871.48,2024-10-04,10:54:00,Cartão de Crédito,3687.12,28.41,1099.89,8.6
INV-0382,C,Brasília,Normal,Feminino,Casa e Jardim,Tapete,250.49,9,112.72,2367.13,2024-10-22,12:03:00,Dinheiro,2254.41,18.41,435.79,5.3
INV-0383,B,Rio de Janeiro,Normal,Masculino,Esporte e Saúde,Suplemento,431.6,3,64.74,1359.54,2024-09-22,17:20:00,Pix,1294.8,23.72,322.48,4.7
INV-0384,A,São Paulo,Normal,Masculino,Beleza e Cuidados,Perfume,169.46,10,84.73,1779.33,2024-05-14,13:17:00,Cartão de Crédito,1694.6,35.86,638.07,5.1
INV-0385,B,Rio de Janeiro,Membro,Feminino,Casa e Jardim,Quadro,217.73,7,76.21,1600.32,2024-07-24,14:28:00,Pix,1524.11,31.02,496.42,6.2
INV-0386,A,São Paulo,Membro,Masculino,Alimentos e Bebidas,Snack Orgânico,404.0,9,181.8,3817.8,2024-03-15,12:30:00,Dinheiro,3636.0,22.97,876.95,6.3
INV-0387,B,Rio de Janeiro,Membro,Feminino,Eletrônicos,Tablet,394.81,5,98.7,2072.75,2024-01-25,16:06:00,Dinheiro,1974.05,17.53,363.35,9.2
INV-0388,A,São Paulo,Normal,Masculino,Beleza e Cuidados,Hidratante,421.1,2,42.11,884.31,2024-07-03,15:35:00,Pix,842.2,23.5,207.81,6.0
INV-0389,B,Rio de Janeiro,Normal,Masculino,Esporte e Saúde,Yoga Mat,182.03,10,91.02,1911.32,2024-11-28,18:11:00,Cartão de Crédito,1820.3,15.97,305.24,7.5
INV-0390,B,Rio de Janeiro,Normal,Feminino,Moda e Acessórios,Bolsa,196.72,5,49.18,1032.78,2024-03-26,20:51:00,Cartão de Crédito,983.6,23.91,246.94,9.7
INV-0391,C,Brasília,Membro,Feminino,Moda e Acessórios,Óculos de Sol,89.38,4,17.88,375.4,2024-12-29,14:38:00,Cartão de Crédito,357.52,19.4,72.83,7.9
INV-0392,B,Rio de Janeiro,Normal,Feminino,Beleza e Cuidados,Protetor Solar,212.85,3,31.93,670.48,2024-04-30,20:16:00,Pix,638.55,35.63,238.89,4.8
INV-0393,A,São Paulo,Normal,Masculino,Beleza e Cuidados,Perfume,56.82,8,22.73,477.29,2024-07-22,18:48:00,Cartão de Crédito,454.56,26.45,126.24,4.2
INV-0394,B,Rio de Janeiro,Membro,Masculino,Eletrônicos,Smartphone,161.59,4,32.32,678.68,2024-03-05,12:33:00,Pix,646.36,32.13,218.06,6.7
INV-0395,A,São Paulo,Normal,Feminino,Alimentos e Bebidas,Café Premium,238.92,9,107.51,2257.79,2024-03-10,18:11:00,Pix,2150.28,38.05,859.09,7.3
INV-0396,B,Rio de Janeiro,Normal,Feminino,Esporte e Saúde,Garrafa Térmica,246.01,4,49.2,1033.24,2024-07-06,16:16:00,Dinheiro,984.04,34.14,352.75,6.7
INV-0397,A,São Paulo,Membro,Masculino,Alimentos e Bebidas,Vinho Tinto,150.51,9,67.73,1422.32,2024-09-01,14:00:00,Dinheiro,1354.59,10.25,145.79,9.5
INV-0398,C,Brasília,Membro,Masculino,Casa e Jardim,Tapete,102.4,9,46.08,967.68,2024-11-26,16:53:00,Dinheiro,921.6,23.11,223.63,5.5
INV-0399,B,Rio de Janeiro,Normal,Masculino,Casa e Jardim,Vaso Decorativo,263.14,10,131.57,2762.97,2024-05-25,20:47:00,Cartão de Débito,2631.4,34.23,945.76,8.1
INV-0400,B,Rio de Janeiro,Membro,Masculino,Esporte e Saúde,Yoga Mat,76.95,2,7.7,161.6,2024-05-19,19:31:00,Cartão de Débito,153.9,29.11,47.04,7.7
INV-0401,A,São Paulo,Membro,Masculino,Alimentos e Bebidas,Vinho Tinto,101.11,2,10.11,212.33,2024-08-12,10:14:00,Cartão de Crédito,202.22,18.46,39.2,4.8
INV-0402,A,São Paulo,Membro,Feminino,Eletrônicos,Tablet,215.92,8,86.37,1813.73,2024-01-17,15:05:00,Dinheiro,1727.36,39.94,724.4,6.8
INV-0403,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Café Premium,98.99,5,24.75,519.7,2024-03-03,13:24:00,Pix,494.95,34.52,179.4,9.0
INV-0404,C,Brasília,Membro,Masculino,Casa e Jardim,Vaso Decorativo,370.31,2,37.03,777.65,2024-08-30,16:43:00,Pix,740.62,25.63,199.31,9.9
INV-0405,A,São Paulo,Membro,Masculino,Moda e Acessórios,Bolsa,245.8,5,61.45,1290.45,2024-12-07,13:07:00,Dinheiro,1229.0,15.96,205.96,9.3
INV-0406,B,Rio de Janeiro,Membro,Masculino,Alimentos e Bebidas,Suco Natural,296.5,7,103.78,2179.28,2024-01-22,19:50:00,Dinheiro,2075.5,33.67,733.76,4.1
INV-0407,C,Brasília,Normal,Masculino,Beleza e Cuidados,Protetor Solar,131.87,8,52.75,1107.71,2024-11-16,10:03:00,Cartão de Crédito,1054.96,12.74,141.12,7.7
INV-0408,C,Brasília,Membro,Masculino,Moda e Acessórios,Tênis,124.01,9,55.8,1171.89,2024-08-12,13:01:00,Pix,1116.09,33.66,394.46,8.5
INV-0409,B,Rio de Janeiro,Normal,Masculino,Beleza e Cuidados,Protetor Solar,247.8,8,99.12,2081.52,2024-09-07,13:36:00,Cartão de Crédito,1982.4,26.77,557.22,7.3
INV-0410,B,Rio de Janeiro,Normal,Feminino,Alimentos e Bebidas,Snack Orgânico,435.15,10,217.58,4569.08,2024-02-05,18:09:00,Dinheiro,4351.5,37.43,1710.21,7.3
INV-0411,B,Rio de Janeiro,Normal,Feminino,Casa e Jardim,Tapete,390.2,9,175.59,3687.39,2024-01-10,19:54:00,Cartão de Crédito,3511.8,21.37,788.0,5.1
INV-0412,A,São Paulo,Membro,Feminino,Moda e Acessórios,Relógio,103.04,8,41.22,865.54,2024-05-24,15:26:00,Pix,824.32,32.97,285.37,4.9
INV-0413,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Shampoo Premium,419.24,3,62.89,1320.61,2024-02-24,17:12:00,Cartão de Crédito,1257.72,15.36,202.85,4.2
INV-0414,C,Brasília,Normal,Feminino,Eletrônicos,Smartphone,34.05,4,6.81,143.01,2024-04-16,20:31:00,Dinheiro,136.2,28.18,40.3,4.4
INV-0415,C,Brasília,Normal,Masculino,Eletrônicos,Fone de Ouvido,412.79,1,20.64,433.43,2024-01-21,11:53:00,Pix,412.79,34.71,150.44,5.6
INV-0416,A,São Paulo,Membro,Masculino,Moda e Acessórios,Camiseta,270.51,4,54.1,1136.14,2024-10-18,20:11:00,Cartão de Débito,1082.04,15.79,179.4,7.9
INV-0417,B,Rio de Janeiro,Normal,Masculino,Esporte e Saúde,Garrafa Térmica,354.25,7,123.99,2603.74,2024-04-02,18:25:00,Pix,2479.75,36.48,949.84,5.0
INV-0418,C,Brasília,Normal,Masculino,Esporte e Saúde,Yoga Mat,452.22,9,203.5,4273.48,2024-07-09,16:48:00,Dinheiro,4069.98,39.74,1698.28,5.9
INV-0419,C,Brasília,Membro,Feminino,Beleza e Cuidados,Protetor Solar,193.78,9,87.2,1831.22,2024-08-19,17:25:00,Cartão de Débito,1744.02,37.78,691.83,5.5
INV-0420,B,Rio de Janeiro,Membro,Masculino,Eletrônicos,Smartphone,13.22,4,2.64,55.52,2024-12-19,14:58:00,Dinheiro,52.88,16.44,9.13,5.9
INV-0421,C,Brasília,Membro,Masculino,Esporte e Saúde,Garrafa Térmica,235.58,3,35.34,742.08,2024-10-25,13:14:00,Cartão de Crédito,706.74,14.15,105.0,6.2
INV-0422,A,São Paulo,Membro,Feminino,Moda e Acessórios,Bolsa,364.55,8,145.82,3062.22,2024-12-19,19:52:00,Cartão de Crédito,2916.4,15.19,465.15,9.0
INV-0423,C,Brasília,Membro,Feminino,Eletrônicos,Smartwatch,48.45,1,2.42,50.87,2024-08-10,16:59:00,Pix,48.45,37.66,19.16,6.0
INV-0424,C,Brasília,Normal,Masculino,Eletrônicos,Tablet,159.34,1,7.97,167.31,2024-06-16,18:44:00,Cartão de Crédito,159.34,19.58,32.76,7.4
INV-0425,A,São Paulo,Normal,Feminino,Alimentos e Bebidas,Chocolate Importado,118.82,5,29.71,623.81,2024-06-21,11:30:00,Cartão de Crédito,594.1,33.59,209.54,4.9
INV-0426,C,Brasília,Normal,Feminino,Esporte e Saúde,Whey Protein,205.28,7,71.85,1508.81,2024-03-10,17:35:00,Cartão de Crédito,1436.96,33.21,501.08,4.8
INV-0427,B,Rio de Janeiro,Membro,Masculino,Alimentos e Bebidas,Suco Natural,45.11,7,15.79,331.56,2024-02-15,11:42:00,Cartão de Débito,315.77,19.7,65.32,9.5
INV-0428,B,Rio de Janeiro,Membro,Feminino,Casa e Jardim,Almofada,178.82,1,8.94,187.76,2024-06-28,19:52:00,Dinheiro,178.82,33.09,62.13,5.0
INV-0429,A,São Paulo,Membro,Feminino,Casa e Jardim,Quadro,107.85,6,32.36,679.46,2024-02-13,11:47:00,Cartão de Débito,647.1,14.68,99.74,8.4
INV-0430,C,Brasília,Normal,Masculino,Eletrônicos,Tablet,178.2,2,17.82,374.22,2024-06-18,13:47:00,Cartão de Crédito,356.4,19.15,71.66,6.8
INV-0431,A,São Paulo,Normal,Feminino,Esporte e Saúde,Tênis Corrida,350.58,1,17.53,368.11,2024-09-26,10:16:00,Cartão de Débito,350.58,21.3,78.41,9.4
INV-0432,B,Rio de Janeiro,Normal,Masculino,Alimentos e Bebidas,Café Premium,237.83,1,11.89,249.72,2024-12-05,20:23:00,Cartão de Crédito,237.83,12.0,29.97,8.0
INV-0433,B,Rio de Janeiro,Membro,Feminino,Eletrônicos,Smartphone,259.18,2,25.92,544.28,2024-11-01,18:05:00,Pix,518.36,37.12,202.04,6.9
INV-0434,C,Brasília,Membro,Feminino,Alimentos e Bebidas,Chocolate Importado,131.22,9,59.05,1240.03,2024-03-21,10:22:00,Cartão de Crédito,1180.98,19.15,237.47,6.9
INV-0435,B,Rio de Janeiro,Membro,Feminino,Beleza e Cuidados,Shampoo Premium,407.83,5,101.96,2141.11,2024-01-16,18:17:00,Dinheiro,2039.15,36.36,778.51,9.3
INV-0436,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Chocolate Importado,367.65,9,165.44,3474.29,2024-11-16,20:14:00,Cartão de Crédito,3308.85,38.82,1348.72,7.7
INV-0437,C,Brasília,Normal,Masculino,Casa e Jardim,Vaso Decorativo,455.77,6,136.73,2871.35,2024-11-30,12:37:00,Dinheiro,2734.62,23.48,674.19,4.8
INV-0438,A,São Paulo,Membro,Feminino,Esporte e Saúde,Tênis Corrida,497.89,3,74.68,1568.35,2024-03-21,15:04:00,Pix,1493.67,29.69,465.64,7.4
INV-0439,C,Brasília,Membro,Masculino,Esporte e Saúde,Garrafa Térmica,421.37,3,63.21,1327.32,2024-07-30,16:19:00,Dinheiro,1264.11,31.81,422.22,8.6
INV-0440,A,São Paulo,Membro,Masculino,Casa e Jardim,Tapete,100.53,10,50.27,1055.57,2024-11-09,13:38:00,Cartão de Débito,1005.3,28.51,300.94,7.6
INV-0441,C,Brasília,Normal,Masculino,Alimentos e Bebidas,Chocolate Importado,347.19,8,138.88,2916.4,2024-08-28,20:23:00,Cartão de Crédito,2777.52,14.02,408.88,9.1
INV-0442,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Suco Natural,104.7,1,5.24,109.94,2024-05-18,16:14:00,Cartão de Débito,104.7,22.26,24.47,9.8
INV-0443,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Hidratante,434.89,8,173.96,3653.08,2024-05-06,16:25:00,Pix,3479.12,30.64,1119.3,9.2
INV-0444,C,Brasília,Normal,Feminino,Eletrônicos,Smartwatch,309.64,10,154.82,3251.22,2024-12-26,10:33:00,Pix,3096.4,27.81,904.16,7.2
INV-0445,B,Rio de Janeiro,Membro,Masculino,Eletrônicos,Fone de Ouvido,492.08,1,24.6,516.68,2024-11-18,10:12:00,Pix,492.08,26.73,138.11,7.1
INV-0446,B,Rio de Janeiro,Normal,Feminino,Moda e Acessórios,Óculos de Sol,91.58,5,22.89,480.79,2024-09-21,12:29:00,Pix,457.9,28.39,136.5,4.3
INV-0447,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Protetor Solar,202.6,6,60.78,1276.38,2024-10-29,13:56:00,Cartão de Débito,1215.6,23.53,300.33,5.1
INV-0448,B,Rio de Janeiro,Membro,Feminino,Casa e Jardim,Luminária,54.68,8,21.87,459.31,2024-12-28,16:46:00,Cartão de Crédito,437.44,29.02,133.29,4.5
INV-0449,A,São Paulo,Normal,Feminino,Esporte e Saúde,Garrafa Térmica,386.45,6,115.94,2434.64,2024-03-17,12:55:00,Cartão de Crédito,2318.7,26.96,656.38,8.0
